firstname,lastname,email,emailstatus,language,sent,remindersent,remindercount,usesleft,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,id,token,submitdate,startlanguage,startdate,datestamp,ipaddr,refurl,turno,IM1a,prioridad_seccion,IM3,IM3a,IM4,IM5,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,PL0,PL1,PL2,PL3,PL4,PL5,PL6,PL7,PL8,PL9,PL10,PL11,PL12,PL13,clave,sector_superv,g3_inas_anio3_mas38_porc,g6_pdlmate_rgdes_anio3_porc,Region,nombreDistrito,conauh_A,tercil_AUH,MatrículaInicial2025,Ambito,ira_mat,ira_pl,anio,NSE,pi_1,pi_2,pi_3,pi_total_estudiante,weight_design,prob_respuesta,inv_no_respuesta,weight_no_respuesta,weight_calibrate
60701200,60701200,diegoparedes.060701200@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060701200  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº38 ""VICENTE FIDEL LOPEZ""",12,San Nicolás,Estatal,Oficial,60701200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº38 ""VICENTE FIDEL LOPEZ""",69,311,Urbano,4680,60701200,2026-04-02T15:30:09Z,es,2026-04-02T15:26:02Z,2026-04-02T15:30:09Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,1,NA,2,,A1,2,2,1,1,1,3,2,2,A2,A1,A3,,A1,1,1,1,1,1,1,1,4,4,3,A1,5,,0097PP0038,Estatal,44.776119402985074,13.432835820895523,12,San Nicolás,36.71232876712329,2,374,Urbano,59.09090909090909,72.72727272727273,3,Medio,1,0.3333333333333333,0.43478260869565216,0.14492753623188404,6.900000000000001,0.9999999704142727,1.000000029585728,6.900000204141525,7.038733703934091
60749300,60749300,diegoparedes.060749300@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060749300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº49 ""RAFAEL OBLIGADO""",12,San Nicolás,Estatal,Oficial,60749300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº49 ""RAFAEL OBLIGADO""",131,313,Urbano,4582,60749300,2026-04-01T13:45:07Z,es,2026-04-01T13:39:58Z,2026-04-01T13:45:07Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,4,NA,2,,A1,2,2,3,1,2,1,1,1,A3,A1,A3,,A1,3,2,3,2,3,1,1,1,1,1,A1,4,,0097PP0049,Estatal,18.46153846153846,3.8461538461538463,12,San Nicolás,24.125,2,812,Urbano,59.09090909090909,77.27272727272727,3,Medio,1,0.2595419847328244,0.29411764705882354,0.07633587786259542,13.1,0.9999999687236785,1.0000000312763224,13.100000409719824,13.37395328023583
60266400,60266400,diegoparedes.060266400@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 060266400  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº48 ""FRAGATA PRESIDENTE SARM",8,Morón,Estatal,Oficial,60266400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº48 ""FRAGATA PRESIDENTE SARMIENTO""",61,320,Urbano,1825,60266400,2026-03-09T11:34:11Z,es,2026-03-09T11:31:30Z,2026-03-09T11:34:11Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,2,NA,2,,A1,1,2,3,3,2,1,1,1,A1,A2,A3,,A1,4,1,1,3,4,1,1,2,1,1,A1,4,,0100PP0048,Estatal,85,20,08,Morón,54.1371158392435,3,430,Urbano,59.09090909090909,77.27272727272727,3,Bajo,1,0.3114754098360656,1,0.3114754098360656,3.2105263157894735,0.4422287980412031,2.261272907665386,7.259876177241502,6.653653838181777
60046600,60046600,diegoparedes.060046600@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060046600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº99 ""JOSÉ HERNANDEZ""",8,Morón,Estatal,Oficial,60046600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº99 ""JOSÉ HERNANDEZ""",50,322,Urbano,2168,60046600,2026-03-10T15:56:40Z,es,2026-03-10T15:25:38Z,2026-03-10T15:56:40Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A1,1,4,2,4,3,4,1,1,A1,A1,A1,,A1,1,1,2,1,1,2,1,2,1,1,A1,2,,0100PP0099,Estatal,50,11.111111111111111,08,Morón,30.597014925373134,2,274,Urbano,59.09090909090909,100,3,Medio,1,0.28,0.7142857142857143,0.2,5,0.43377474548600814,2.305343984190652,11.526719920953258,11.814231756342119
61087900,61087900,diegoparedes.061087900@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 061087900  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIEN",18,Tordillo,Estatal,Oficial,61087900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIENTO""",27,327,Rural Agrupado,2740,61087900,2026-03-12T14:24:26Z,es,2026-03-12T14:17:19Z,2026-03-12T14:24:26Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,4,2,3,2,3,2,1,A1,A1,A1,,A1,3,2,4,1,3,1,1,2,4,2,A1,1,,0104PP0001,Estatal,-,,18,Tordillo,13.089005235602095,1,189,Rural Agrupado,59.09090909090909,72.72727272727273,3,Alto,0.6971354612544028,1,0.37037037037037035,0.25819831898311213,3.8729919076870774,0.8880696858584249,1.126037760238805,4.361135133154973,2.1868793476709794
61087900,61087900,diegoparedes.061087900@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 061087900  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIEN",18,Tordillo,Estatal,Oficial,61087900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIENTO""",27,327,Rural Agrupado,2830,61087900,2026-03-12T16:19:55Z,es,2026-03-12T16:12:59Z,2026-03-12T16:19:55Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,2,3,3,3,3,1,1,1,A1,A1,A1,,A1,3,3,6,1,1,1,1,5,3,2,A1,5,,0104PP0001,Estatal,-,,18,Tordillo,13.089005235602095,1,189,Rural Agrupado,59.09090909090909,45.45454545454545,3,Alto,0.6971354612544028,1,0.37037037037037035,0.25819831898311213,3.8729919076870774,0.8880696858584249,1.126037760238805,4.361135133154973,3.620891162828545
60487800,60487800,diegoparedes.060487800@abc.gob.ar,OK,es,N,N,0,-12,,"El CUE-Anexo 060487800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""PAULA ALBARRACÍN""",2,Lanús,Estatal,Oficial,60487800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""PAULA ALBARRACÍN""",58,341,Urbano,2982,60487800,2026-03-12T22:44:23Z,es,2026-03-12T22:35:59Z,2026-03-12T22:44:23Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,2,3,1,3,2,1,1,A2,A1,A3,,A1,5,5,6,5,6,1,3,NA,NA,NA,A1,1,,0111PP0046,Estatal,-,,02,Lanús,63.57142857142857,3,282,Urbano,59.09090909090909,27.27272727272727,3,Bajo,1,0.5517241379310345,0.34375,0.1896551724137931,5.272727272727273,0.4854862876091459,2.0597904112280045,10.860713077384025,12.587859091296316
60782000,60782000,diegoparedes.060782000@abc.gob.ar,OK,es,N,N,0,-17,,"El CUE-Anexo 060782000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº57 ""GRAL.DE DIVISION M.N.SA",2,Lanús,Estatal,Oficial,60782000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº57 ""GRAL.DE DIVISION M.N.SAVIO""",50,343,Urbano,1679,60782000,2026-03-09T08:23:45Z,es,2026-03-09T08:20:37Z,2026-03-09T08:23:45Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,2,1,2,2,4,2,2,A2,A1,A2,,A1,2,1,4,3,1,1,1,1,2,2,A1,2,,0111PP0057,Estatal,85.714285714285708,8.1632653061224492,02,Lanús,65.26315789473685,3,290,Urbano,59.09090909090909,90.9090909090909,3,Bajo,1,0.52,0.6923076923076923,0.36,2.7777777777777777,0.48087167822247223,2.0795568657660812,5.7765468493502254,4.912099969818918
60782000,60782000,diegoparedes.060782000@abc.gob.ar,OK,es,N,N,0,-17,,"El CUE-Anexo 060782000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº57 ""GRAL.DE DIVISION M.N.SA",2,Lanús,Estatal,Oficial,60782000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº57 ""GRAL.DE DIVISION M.N.SAVIO""",50,343,Urbano,1698,60782000,2026-03-09T08:48:13Z,es,2026-03-09T08:45:29Z,2026-03-09T08:48:13Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,1,1,2,2,4,1,4,A2,A1,A4,,A1,3,1,4,1,3,1,1,2,4,2,A2,6,,0111PP0057,Estatal,85.714285714285708,8.1632653061224492,02,Lanús,65.26315789473685,3,290,Urbano,59.09090909090909,59.09090909090909,3,Bajo,1,0.52,0.6923076923076923,0.36,2.7777777777777777,0.48087167822247223,2.0795568657660812,5.7765468493502254,5.8036367066924965
61016400,61016400,diegoparedes.061016400@abc.gob.ar,OK,es,N,N,0,-40,,"El CUE-Anexo 061016400  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº6 ""LIBERTADOR GENERAL SAN M",11,Escobar,Estatal,Oficial,61016400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº6 ""LIBERTADOR GENERAL SAN MARTÍN""",129,353,Urbano,3393,61016400,2026-03-14T02:08:49Z,es,2026-03-14T02:04:41Z,2026-03-14T02:08:49Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A1,1,1,2,1,3,1,3,1,A2,A4,A2,,A1,1,2,1,1,1,1,1,2,2,1,A1,5,,0116PP0006,Estatal,74.528301886792448,17.924528301886792,11,Escobar,46.18705035971223,3,697,Urbano,59.09090909090909,90.9090909090909,3,Bajo,0.11231618818650015,0.26356589147286824,1,0.029602716266209344,33.780683873981914,0.5485034289405893,1.823142659165243,61.587005826431835,52.37065280536631
61016400,61016400,diegoparedes.061016400@abc.gob.ar,OK,es,N,N,0,-40,,"El CUE-Anexo 061016400  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº6 ""LIBERTADOR GENERAL SAN M",11,Escobar,Estatal,Oficial,61016400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº6 ""LIBERTADOR GENERAL SAN MARTÍN""",129,353,Urbano,3395,61016400,2026-03-14T02:18:03Z,es,2026-03-14T02:13:40Z,2026-03-14T02:18:03Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A1,2,2,2,2,2,2,1,1,A2,A1,A3,,A1,1,1,2,2,1,1,1,1,1,1,A1,3,,0116PP0006,Estatal,74.528301886792448,17.924528301886792,11,Escobar,46.18705035971223,3,697,Urbano,59.09090909090909,95.45454545454545,3,Bajo,0.11231618818650015,0.26356589147286824,1,0.029602716266209344,33.780683873981914,0.5485034289405893,1.823142659165243,61.587005826431835,51.012770921943975
60672300,60672300,diegoparedes.060672300@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 060672300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""TENIENTE GENERAL PABLO",7,Tres de Febrero,Estatal,Oficial,60672300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""TENIENTE GENERAL PABLO RICCHIERI""",57,364,Urbano,2832,60672300,2026-03-12T16:23:14Z,es,2026-03-12T16:15:32Z,2026-03-12T16:23:14Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Suplente,1,NA,2,,A1,1,1,2,1,2,1,2,1,A4,A4,A4,,A1,2,1,4,3,4,1,1,1,1,1,A1,1,,0117PP0036,Estatal,89.090909090909093,34.545454545454547,07,Tres de Febrero,58.656330749354005,3,383,Urbano,59.09090909090909,90.9090909090909,3,Bajo,1,0.3333333333333333,0.5263157894736842,0.17543859649122806,5.7,0.46576173831839596,2.147020499387602,12.23801684650933,10.40662592204958
60672300,60672300,diegoparedes.060672300@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 060672300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""TENIENTE GENERAL PABLO",7,Tres de Febrero,Estatal,Oficial,60672300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""TENIENTE GENERAL PABLO RICCHIERI""",57,364,Urbano,3098,60672300,2026-03-13T13:46:42Z,es,2026-03-13T13:36:42Z,2026-03-13T13:46:42Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,2,NA,2,,A1,1,2,1,2,2,4,1,1,A4,A1,A4,,A1,1,1,1,1,1,1,1,2,4,2,A1,6,,0117PP0036,Estatal,89.090909090909093,34.545454545454547,07,Tres de Febrero,58.656330749354005,3,383,Urbano,59.09090909090909,81.81818181818183,3,Bajo,1,0.3333333333333333,0.5789473684210527,0.19298245614035087,5.1818181818181825,0.46576173831839596,2.147020499387602,11.12546986046303,9.951161922406964
61280500,61280500,diegoparedes.061280500@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 061280500  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº52 ""CRUCERO ARA GRAL BELGRA",7,Tres de Febrero,Estatal,Oficial,61280500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº52 ""CRUCERO ARA GRAL BELGRANO""",75,365,Urbano,3384,61280500,2026-03-14T00:17:03Z,es,2026-03-14T00:13:45Z,2026-03-14T00:17:03Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Suplente,1,NA,2,,A1,1,2,2,2,2,3,1,1,A2,A1,A3,,A1,3,1,4,1,4,1,1,5,3,3,A1,5,,0117PP0052,Estatal,36.708860759493668,12.658227848101266,07,Tres de Febrero,39.1644908616188,2,382,Urbano,59.09090909090909,45.45454545454545,3,Medio,1,0.36,0.37037037037037035,0.13333333333333333,7.5,0.5363349671264657,1.8645064396187392,13.983798297140543,14.19732436393253
62315800,62315800,diegoparedes.062315800@abc.gob.ar,OK,es,N,N,0,-15,,"El CUE-Anexo 062315800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº53 ""ALTOS DE PODESTÁ""",7,Tres de Febrero,Estatal,Oficial,62315800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº53 ""ALTOS DE PODESTÁ""",86,366,Urbano,1429,62315800,2026-03-06T16:39:46Z,es,2026-03-06T16:35:44Z,2026-03-06T16:39:46Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,4,NA,2,,A1,1,1,1,1,1,4,4,4,A4,A2,A1,,A1,3,6,3,5,1,2,1,2,1,2,A2,1,,0117PP0053,Estatal,31.03448275862069,13.793103448275861,07,Tres de Febrero,21.544715447154474,1,495,Urbano,59.09090909090909,68.18181818181817,3,Alto,1,0.27906976744186046,0.6666666666666666,0.18604651162790697,5.375,0.5840149829850947,1.7122848370921369,9.203530999370235,5.119463905352159
60395700,60395700,diegoparedes.060395700@abc.gob.ar,OK,es,N,N,0,-30,,"El CUE-Anexo 060395700  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""JOAQUIN V. GONZALEZ""",4,Berazategui,Estatal,Oficial,60395700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""JOAQUIN V. GONZALEZ""",65,372,Urbano,323,60395700,2026-03-02T16:27:24Z,es,2026-03-02T16:24:35Z,2026-03-02T16:27:24Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,3,NA,2,,A1,1,1,1,2,2,4,1,2,A2,A2,A4,,A1,2,2,2,3,4,3,1,4,4,2,A2,3,,0119PP0046,Estatal,51.5625,23.4375,04,Berazategui,56.72043010752689,3,372,Urbano,59.09090909090909,68.18181818181817,3,Bajo,1,0.35384615384615387,0.5652173913043478,0.19999999999999998,5,0.4157942242190496,2.405035812794691,12.025179063973454,11.551305865819293
60395700,60395700,diegoparedes.060395700@abc.gob.ar,OK,es,N,N,0,-30,,"El CUE-Anexo 060395700  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""JOAQUIN V. GONZALEZ""",4,Berazategui,Estatal,Oficial,60395700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""JOAQUIN V. GONZALEZ""",65,372,Urbano,1060,60395700,2026-03-05T13:21:19Z,es,2026-03-05T13:16:30Z,2026-03-05T13:21:19Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Suplente,1,NA,2,,A1,1,1,2,2,3,2,1,1,A3,A3,A1,,A1,1,6,3,1,1,1,1,2,2,2,A1,1,,0119PP0046,Estatal,51.5625,23.4375,04,Berazategui,56.72043010752689,3,372,Urbano,59.09090909090909,81.81818181818183,3,Bajo,1,0.3230769230769231,0.3333333333333333,0.1076923076923077,9.285714285714285,0.4157942242190496,2.405035812794691,22.33247540452213,19.97525333004871
60826300,60826300,diegoparedes.060826300@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 060826300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""DR. RICARDO GUTIERREZ""",18,La Costa,Estatal,Oficial,60826300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""DR. RICARDO GUTIERREZ""",147,375,Urbano,2896,60826300,2026-03-12T19:35:56Z,es,2026-03-12T19:30:03Z,2026-03-12T19:35:56Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,2,NA,2,,A1,2,3,2,1,1,1,1,1,A2,A3,A3,,A1,3,3,4,1,4,2,2,3,4,2,A4,6,,0123PP0004,Estatal,53.061224489795919,16.326530612244898,18,La Costa,42.68867924528302,2,830,Urbano,59.09090909090909,45.45454545454545,3,Medio,0.13374811505709486,0.2108843537414966,0.7096774193548387,0.02001672470242236,49.95822317918891,0.8180063719526556,1.2224843647769015,61.073146728593436,62.00570514587503
60826300,60826300,diegoparedes.060826300@abc.gob.ar,OK,es,N,N,0,-29,,"El CUE-Anexo 060826300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""DR. RICARDO GUTIERREZ""",18,La Costa,Estatal,Oficial,60826300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""DR. RICARDO GUTIERREZ""",147,375,Urbano,2911,60826300,2026-03-12T19:58:49Z,es,2026-03-12T19:56:34Z,2026-03-12T19:58:49Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,2,NA,2,,A1,1,1,2,2,2,4,2,1,A1,A2,A3,,A1,3,2,3,3,3,3,2,3,4,2,A4,5,,0123PP0004,Estatal,53.061224489795919,16.326530612244898,18,La Costa,42.68867924528302,2,830,Urbano,59.09090909090909,45.45454545454545,3,Medio,0.13374811505709486,0.2108843537414966,0.7096774193548387,0.02001672470242236,49.95822317918891,0.8180063719526556,1.2224843647769015,61.073146728593436,62.00570514587503
61111400,61111400,diegoparedes.061111400@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 061111400  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""NIÑAS DE AYOHUMA""",14,Florentino Ameghino,Estatal,Oficial,61111400,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""NIÑAS DE AYOHUMA""",26,381,Urbano,2927,61111400,2026-03-12T20:47:15Z,es,2026-03-12T20:40:35Z,2026-03-12T20:47:15Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,1,NA,2,,A1,4,2,3,2,3,1,1,1,A2,A1,A1,,A1,3,2,5,1,1,2,1,1,1,1,A2,1,,0128PP0003,Estatal,8.3333333333333339,20.833333333333332,14,Florentino Ameghino,41.61849710982659,2,188,Urbano,59.09090909090909,77.27272727272727,3,Medio,0.6934469138403584,0.46153846153846156,0.8333333333333334,0.26671035147706096,3.749385782973659,0.5739331574143859,1.7423631778046746,6.532791727637653,6.669408291782314
60499300,60499300,diegoparedes.060499300@abc.gob.ar,OK,es,N,N,0,-38,,"El CUE-Anexo 060499300  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº8 ""SARGENTO CABRAL""",5,Presidente Perón,Estatal,Oficial,60499300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº8 ""SARGENTO CABRAL""",158,383,Urbano,4089,60499300,2026-03-29T20:56:08Z,es,2026-03-29T20:53:09Z,2026-03-29T20:56:08Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,5,NA,2,,A1,1,1,1,2,3,4,2,2,A1,A1,A3,,A1,2,2,2,2,6,2,1,3,4,2,A1,5,,0129PP0008,Estatal,60.645161290322584,14.838709677419354,05,Presidente Perón,49.037372593431485,3,891,Urbano,59.09090909090909,68.18181818181817,3,Bajo,0.14357779580225485,0.17721518987341772,0.7142857142857143,0.018174404531930994,55.02243543897567,0.32447817532714895,3.081871373912187,169.57206870231056,162.88978496365752
61382700,61382700,diegoparedes.061382700@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 061382700  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""CRUCERO GRAL. BELGRANO""",9,San Miguel,Estatal,Oficial,61382700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""CRUCERO GRAL. BELGRANO""",44,400,Urbano,1179,61382700,2026-03-05T16:26:00Z,es,2026-03-05T16:19:16Z,2026-03-05T16:26:00Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,2,NA,2,,A1,1,4,4,1,2,1,1,2,A2,A1,A4,,A1,5,1,6,5,6,1,1,5,3,2,A2,6,,0131PP0036,Estatal,85.106382978723403,51.063829787234042,09,San Miguel,61.75438596491228,3,292,Urbano,59.09090909090909,27.27272727272727,3,Bajo,1,0.4318181818181818,0.5263157894736842,0.22727272727272727,4.4,0.46047788730679595,2.171656940681159,9.5552905389971,11.074839195573688
60790800,60790800,diegoparedes.060790800@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060790800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""PEDRO JUAN MANUEL COTTA",9,José C. Paz,Estatal,Oficial,60790800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""PEDRO JUAN MANUEL COTTA""",114,406,Urbano,4390,60790800,2026-03-30T22:23:05Z,es,2026-03-30T22:19:15Z,2026-03-30T22:23:05Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A1,1,2,3,1,2,2,1,1,A3,A2,A2,,A1,1,3,3,3,4,1,1,3,4,2,A2,3,,0132PP0024,Estatal,44.827586206896555,22.413793103448278,09,José C. Paz,57.645259938837924,3,648,Urbano,59.09090909090909,63.63636363636363,3,Bajo,0.10442021512891261,0.2807017543859649,0.3125,0.009159667993764265,109.17426272227135,0.42254199386249996,2.366628677208854,258.3749409716609,253.88992412060873
60790800,60790800,diegoparedes.060790800@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060790800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""PEDRO JUAN MANUEL COTTA",9,José C. Paz,Estatal,Oficial,60790800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""PEDRO JUAN MANUEL COTTA""",114,406,Urbano,4397,60790800,2026-03-30T22:54:39Z,es,2026-03-30T22:50:16Z,2026-03-30T22:54:39Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A1,1,2,2,2,2,2,1,2,A2,A1,A3,,A1,2,1,1,2,3,3,1,1,2,1,A1,1,,0132PP0024,Estatal,44.827586206896555,22.413793103448278,09,José C. Paz,57.645259938837924,3,648,Urbano,59.09090909090909,90.9090909090909,3,Bajo,0.10442021512891261,0.2807017543859649,0.3125,0.009159667993764265,109.17426272227135,0.42254199386249996,2.366628677208854,258.3749409716609,219.70972846721082
60447000,60447000,diegoparedes.060447000@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060447000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""CECILIA GRIERSON""",9,José C. Paz,Estatal,Oficial,60447000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""CECILIA GRIERSON""",52,407,Urbano,4444,60447000,2026-03-31T13:47:37Z,es,2026-03-31T13:44:24Z,2026-03-31T13:47:37Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,3,1,3,3,1,1,2,A1,A1,A3,,A1,3,1,5,1,3,1,1,5,4,2,A1,5,,0132PP0035,Estatal,49.056603773584904,16.981132075471699,09,José C. Paz,55.45454545454545,3,338,Urbano,59.09090909090909,50,3,Bajo,1,0.5,0.38461538461538464,0.19230769230769232,5.199999999999999,0.5862164656761886,1.7058545069124265,8.870443435944617,9.303196927360954
60447000,60447000,diegoparedes.060447000@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060447000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""CECILIA GRIERSON""",9,José C. Paz,Estatal,Oficial,60447000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""CECILIA GRIERSON""",52,407,Urbano,4455,60447000,2026-03-31T14:13:49Z,es,2026-03-31T14:06:02Z,2026-03-31T14:13:49Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A1,1,3,1,3,3,1,1,2,A1,A1,A3,,A1,3,1,3,1,1,1,1,2,4,2,A1,4,,0132PP0035,Estatal,49.056603773584904,16.981132075471699,09,José C. Paz,55.45454545454545,3,338,Urbano,59.09090909090909,72.72727272727273,3,Bajo,1,0.5,0.38461538461538464,0.19230769230769232,5.199999999999999,0.5862164656761886,1.7058545069124265,8.870443435944617,8.325310904330566
62443000,62443000,diegoparedes.062443000@abc.gob.ar,OK,es,N,N,0,-10,,El CUE-Anexo 062443000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº41,9,José C. Paz,Estatal,Oficial,62443000,ESCUELA DE EDUCACIÓN PRIMARIA Nº41,34,408,Urbano,4539,62443000,2026-04-01T09:39:26Z,es,2026-04-01T09:36:24Z,2026-04-01T09:39:26Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,1,,A1,2,2,2,2,1,1,2,2,A2,A2,A2,,A1,2,2,3,1,3,2,1,2,1,1,A2,2,,0132PP0041,Estatal,71.875,25,09,José C. Paz,62.67942583732058,3,208,Urbano,59.09090909090909,86.36363636363636,3,Bajo,0.033517599917922566,1,0.3235294117647059,0.010843929385210243,92.21749464395022,0.5721494938372124,1.747794957037084,161.1772720892905,140.61113279154029
